TotalCharges,tenure,MonthlyCharges,InternetService_Fiber optic,PaperlessBilling_Yes,PaymentMethod_Electronic check,Partner_Yes,SeniorCitizen,Dependents_Yes,OnlineSecurity_Yes,TechSupport_Yes,PaymentMethod_Mailed check,Contract_One year,StreamingMovies_No internet service,StreamingMovies_Yes
1.7925110641824775,1.5729808767233588,0.8354952811645946,0,0,0,1,0,1,1,1,0,0,0,1
-0.0897958580843651,0.4328106925625091,-0.5221928679711283,0,1,0,0,0,0,0,0,0,0,0,1
-0.8713955167010156,-0.7073594915983407,-1.4943441130683104,0,0,0,0,0,0,0,0,1,1,1,0
-0.7342979247416996,-0.3815965818380978,-1.328164413051698,0,0,0,0,0,0,0,0,0,1,1,0
-0.983455978028984,-1.2774445836787656,-0.4706771609659783,0,0,0,0,0,1,1,0,1,0,0,0
1.7543487417223624,1.0843365120829946,1.3755793062185846,1,1,1,1,0,1,0,0,0,1,0,1
2.374475452126271,1.5729808767233588,1.4703017352280534,1,1,0,1,0,1,1,0,0,0,0,1
0.5582356719218818,0.6364125111626608,0.1957034361006372,1,1,0,1,1,0,0,0,0,0,0,0
0.1265161269121034,-0.3001558543980371,1.3356961782145975,1,1,0,1,0,0,0,1,0,0,0,1
-0.2075255199165243,1.6137012404433893,-1.3082228490497043,0,0,0,0,1,0,0,0,0,0,1,0
2.401872911372203,1.5322605130033284,1.6431286232453304,1,1,0,1,0,1,1,1,0,0,0,1
-0.990426668143086,-1.2367242199587352,-1.4727407520661506,0,0,0,0,0,0,0,0,1,1,1,0
-0.5830604202408033,0.5549717837226001,-1.5076384890696393,0,0,0,1,0,1,0,0,0,0,1,0
-0.3701455437176629,-0.3408762181180675,-0.143303151933252,0,0,0,0,0,0,1,1,0,0,0,0
0.921020385898215,0.7178532386027215,0.7740087921584478,1,1,1,1,1,0,0,0,0,0,0,0
0.9944994009933846,0.4328106925625091,1.422109622223236,1,1,1,1,1,0,0,1,0,1,0,1
1.5222644673854415,1.6137012404433893,0.4715617381282135,0,1,1,1,0,1,0,1,0,0,0,1
-0.7164079573918998,-0.9516816739185228,0.3652067301175816,1,1,0,1,0,0,0,0,0,0,0,0
0.6670093205061757,1.0436161483629645,0.0162293600826957,0,1,0,1,0,0,1,0,0,0,0,0
-0.2936885439218482,-0.3408762181180675,0.1558203080966501,0,1,0,1,0,0,0,0,0,0,0,1
0.863335719289428,0.5549717837226001,0.8703930181680831,1,0,0,1,0,1,0,1,0,1,0,1
-1.005779833710855,-1.318164947398796,0.2854404741096075,0,0,0,1,0,1,0,1,1,0,0,0
-0.915315276249044,-1.1960038562387048,0.4865179111297087,1,1,1,0,1,0,0,0,0,0,0,0
-0.8756749910115718,-0.6666391278783103,-1.4960059100684764,0,0,0,0,0,0,0,0,0,0,1,0
1.568743087861432,0.8400143297628127,1.5201556452330371,1,0,1,1,0,0,1,1,0,1,0,1
1.6969729031566052,1.3286586944031769,0.9850570111795456,1,0,1,1,1,0,1,0,0,0,0,1
-0.6253036846980985,0.5549717837226001,-1.4893587220678115,0,0,0,1,0,1,0,0,0,0,1,0
-0.2810265941576249,-0.3815965818380978,0.2954112561106046,0,1,0,1,0,0,0,1,0,0,0,1
-0.913175539093766,-1.1960038562387048,0.0162293600826957,0,1,0,0,0,0,0,1,1,0,0,0
-0.8576967870780492,-1.0738427650786138,-0.3011738669490337,0,1,0,0,0,0,1,0,0,0,0,0
0.3934759109654648,1.002895784642934,-0.3011738669490337,0,0,1,1,0,0,1,1,0,0,0,0
0.8437251385570331,0.5142514200025698,0.8155537171626008,1,1,0,0,0,0,0,0,0,0,0,1
0.2294220426788305,1.5322605130033284,-0.8213163280010305,0,1,0,0,0,0,0,1,1,0,0,1
-0.9809191762469534,-1.2367242199587352,-1.3198554280508674,0,1,1,0,0,0,0,0,0,0,0,0
0.64170748012366,0.2292088739623573,1.156222102196656,1,1,1,0,1,0,0,1,0,0,0,1
-0.8138652641137434,-1.0738427650786138,0.144187729095487,1,1,1,0,0,0,0,0,0,0,0,0
-0.4932355780109828,-0.7888002190384014,0.8039211381614382,0,0,0,0,0,1,1,1,0,0,0,1
-0.8422553849265575,-1.1552834925186746,0.787303168159777,1,1,1,0,0,0,0,0,0,0,0,1
0.9678298935631654,0.6364125111626608,1.068146861187852,1,1,0,1,0,0,1,0,0,0,0,0
0.4673519906873876,0.3513699651224484,0.7125223031523015,1,1,0,1,0,0,0,1,0,1,0,0
1.9596752720453408,1.2879383306831464,1.3174164112127704,1,1,0,1,0,1,1,1,0,1,0,1
1.5280660227652163,1.5322605130033284,0.4964886931307054,0,0,0,1,0,1,1,1,0,0,0,0
-0.9728675879822468,-1.2774445836787656,0.3269853991137605,1,0,0,1,0,1,0,0,0,0,0,0
0.3235263592192074,0.2292088739623573,0.4881797081298748,1,1,1,1,0,0,1,0,0,0,0,0
-0.7796956470670853,-1.1145631287986442,1.0465435001856922,1,1,1,0,0,0,0,0,0,0,0,1
1.3021362501429614,1.125056875803025,0.8238627021634315,1,1,1,0,0,0,0,0,0,0,0,0
-0.0938547409356143,-0.2594354906780068,0.6959043331506402,1,1,0,1,1,0,0,0,0,0,0,0
-0.5394715478817352,-0.8702409464784621,1.15456030519649,1,1,1,1,0,0,0,0,0,0,0,1
1.9469030265514644,1.2879383306831464,1.3174164112127704,1,1,0,0,0,0,0,0,0,0,0,1
2.531007151650536,1.5729808767233588,1.6713791722481544,1,1,0,1,1,0,1,1,0,0,0,1
1.0306764003197366,1.4100994218432374,0.1707764810981453,0,1,0,1,0,1,0,1,0,0,0,1
-0.7019592168072897,-0.9109613101984924,0.2688225041079463,1,1,1,0,1,0,0,0,0,0,0,0
0.3022392833960795,-0.1372743995179157,1.302460238211275,1,1,1,1,1,1,0,0,0,0,0,1
0.5965965266953733,1.369379058123207,-0.3360716039525224,0,0,0,1,0,1,0,1,0,0,0,1
-0.1233257598990328,-0.0965540357978854,0.0943338190905033,0,0,1,1,0,1,1,1,0,0,0,0
-0.5350156004037333,-0.6666391278783103,-0.0568897079246137,0,1,0,0,0,0,0,0,0,0,0,1
0.7086790471692728,0.880734693482843,0.2438955491054544,0,0,0,0,1,0,0,1,1,1,0,0
2.1768034454412457,1.5729808767233588,1.1445895231954937,1,1,1,1,1,0,0,0,0,0,0,1
-0.9256389565446128,-1.2367242199587352,0.7141841001524675,1,1,1,0,0,0,1,1,0,0,0,0
-0.9838089243638752,-1.2774445836787656,-0.4972659129686364,0,1,0,0,0,0,0,0,0,0,0,0
0.1737006400578759,-0.2187151269579764,1.1877962451998123,1,1,0,0,0,0,0,0,0,1,0,1
-0.7721734783047157,-1.0331224013585834,0.1724382780983114,1,1,0,1,0,1,0,0,0,0,0,0
-0.8237698206366288,-0.4223169455581282,-1.5126238800701377,0,1,0,0,0,0,0,0,1,1,1,0
-0.276129463761009,-0.0965540357978854,-0.3028356639492,0,1,0,0,0,0,1,0,1,0,0,0
-0.8040268850286502,-0.2594354906780068,-1.4943441130683104,0,0,0,0,0,0,0,0,0,1,1,0
-0.8073578160641862,-0.9516816739185228,-0.3128064459501966,0,0,1,0,0,1,0,0,0,0,0,0
-0.5190447787499047,1.125056875803025,-1.5126238800701377,0,1,0,1,0,1,0,0,0,0,1,0
-0.8904987370770039,-0.7888002190384014,-1.4744025490663168,0,1,0,0,0,0,0,0,1,0,1,0
-0.1899443806097543,1.6137012404433893,-1.3215172250510334,0,0,0,1,0,0,0,0,0,0,1,0
0.2695255699808477,-0.1779947632379461,1.2808568772091151,1,1,1,0,1,0,0,1,0,0,0,1
-0.5829280653652191,0.2699292376823877,-1.3065610520495383,0,0,0,0,0,1,0,0,0,1,1,0
-0.8150785171399321,-0.8295205827584317,-0.9725398550161476,0,0,0,1,0,1,0,1,1,0,0,0
-0.8027474545646693,-0.3001558543980371,-1.461108173064988,0,0,0,0,0,1,0,0,1,0,1,0
0.049441471030229,-0.3408762181180675,1.2060760122016398,1,1,1,1,0,0,0,0,0,0,0,1
-0.9108372696251116,-0.9924020376385532,-1.304899255049372,0,0,0,0,0,1,0,0,1,0,0,0
1.51028635114507,1.1657772395230557,0.9833952141793793,1,1,0,1,0,0,0,1,0,0,0,1
-0.954183491378942,-1.1552834925186746,-1.3115464430500368,0,1,0,0,0,0,0,0,0,0,1,0
-0.1349950480963745,-0.4630373092781585,0.9800716201790473,1,1,1,0,1,0,0,0,0,0,0,1
-0.9634924509616984,-1.2774445836787656,1.0332491241843629,1,1,1,0,0,0,0,1,0,0,0,1
-0.4977356437808461,-0.7073594915983407,0.3436033691154218,1,0,0,1,0,1,1,0,1,0,0,0
-0.9049033593697524,-0.748079855318371,-1.4993295040688086,0,0,0,1,1,0,0,0,1,1,1,0
-0.5194197842307267,0.880734693482843,-1.4860351280674795,0,0,0,1,0,0,0,0,0,0,1,0
-0.9904707864349476,-1.2774445836787656,-0.9991286070188056,0,1,1,0,0,0,0,0,0,0,0,0
0.9217262785679972,1.002895784642934,0.3269853991137605,0,0,0,1,0,0,0,1,0,1,0,0
-0.6614365657325892,-0.9924020376385532,1.2160467942026365,1,0,1,0,1,0,0,0,0,0,0,1
0.1024495987017069,0.1477681465222966,0.1973652331008032,0,1,0,0,0,0,0,1,1,1,0,1
-0.9690292965903046,-1.1552834925186746,-1.4860351280674795,0,0,0,0,0,0,0,0,1,0,1,0
-0.5091843405188807,1.002895784642934,-1.4660935640654862,0,0,0,0,0,0,0,0,0,0,1,0
-0.6819736305940732,-0.8702409464784621,-0.0236537679212913,0,0,0,0,0,0,1,0,0,0,0,1
0.8795933098403554,0.3920903288424788,1.2293411702039656,1,1,1,0,0,0,0,0,0,0,0,1
-0.7375406191935128,-0.8702409464784621,-0.3659839499555126,0,0,1,0,0,0,0,0,0,0,0,0
-0.8868148597065765,-0.8295205827584317,-1.3547531650543558,0,1,0,1,0,1,0,0,0,0,1,0
0.3131806197777078,0.0256070553622056,0.8604222361670865,1,1,1,0,0,0,1,0,0,0,0,1
-0.8281595906768386,-0.9109613101984924,-0.6385186579827569,0,1,1,0,0,0,0,0,0,0,0,0
-0.317865367861898,-0.7073594915983407,1.3489905542159264,1,1,0,1,0,1,0,0,0,0,0,1
0.8733505715419668,0.3513699651224484,1.1645310871974868,1,1,1,1,1,0,0,0,0,0,0,1
-0.4208374610664173,0.0663274190822359,-0.8046983579993692,0,1,1,1,0,1,0,1,0,0,0,0
-0.6328699717523295,0.4735310562825394,-1.4860351280674795,0,0,0,0,0,0,0,0,1,0,1,0
-0.4000356864537648,-0.3001558543980371,-0.3543513709543497,0,0,1,1,0,0,0,0,0,0,0,0
-0.6385612314024508,-0.9924020376385532,1.181149057199148,1,0,0,0,1,0,1,1,0,0,0,1
-0.974786733678218,-1.2774445836787656,0.182409060099308,1,1,1,0,0,0,0,0,0,0,0,0
1.77404755903848,1.5729808767233588,0.6875953481498096,0,0,1,1,0,1,1,1,0,1,0,1
-0.656936499962726,-0.1779947632379461,-1.1636465100352518,0,1,0,0,0,0,0,0,1,0,0,0
-0.5893693359769843,-0.8295205827584317,0.4798707231290441,0,1,1,1,1,0,1,1,0,1,0,1
0.079684560101222,0.3106496014024181,-0.0219919709211252,0,1,0,0,0,1,1,1,0,0,0,0
-0.3177771312781752,-0.3408762181180675,0.0511270970861842,0,0,0,1,0,0,1,0,1,0,0,0
-0.910285790976844,-0.9924020376385532,-1.1769408860365806,0,0,0,0,0,0,1,0,1,0,0,0
1.0565517784964509,1.247217966963116,0.3236618051134285,0,0,0,1,0,1,1,1,0,0,0,0
1.1139937945,1.6137012404433893,-0.0003886099189655,0,0,0,1,0,0,1,1,0,0,0,0
-0.5992077150620776,0.5956921474426305,-1.4993295040688086,0,0,0,1,0,0,0,0,0,0,1,0
-0.5075299045740781,-0.6666391278783103,0.3319707901142591,1,1,0,0,0,0,0,0,0,0,0,0
-0.6616130389000349,0.3106496014024181,-1.517609271070636,0,0,0,1,0,0,0,0,1,0,1,0
-0.7987547491512123,-0.9924020376385532,-0.2180840169407275,0,0,0,0,0,0,1,1,0,1,0,0
-0.0406701400966905,-0.3001558543980371,0.82884809316393,1,1,1,0,1,0,0,0,0,0,0,1
0.358247454914133,0.0663274190822359,0.8338334841644282,1,1,1,1,0,1,0,0,0,0,0,0
0.4756682887032624,0.8400143297628127,-0.1216997909310924,0,1,1,0,0,0,0,0,0,1,0,1
0.51076438987901,1.002895784642934,-0.1998042499389002,0,1,0,1,0,0,1,0,0,0,0,1
-0.7077166538952031,0.0663274190822359,-1.4976677070686424,0,0,0,0,0,0,0,0,1,0,1,0
1.1926567088888853,1.2064976032430856,0.5546515881365197,1,1,0,1,0,1,1,0,0,1,0,0
-0.6219948128084932,0.3920903288424788,-1.4760643460664828,0,0,0,1,0,0,0,0,0,0,1,0
-0.8574761956187422,-1.1552834925186746,0.5097830691320341,1,1,1,0,0,0,1,0,0,0,0,0
1.705090668859104,1.0436161483629645,1.4852579082295487,1,1,0,1,0,0,1,0,0,0,0,1
-0.1867678635957332,1.5322605130033284,-1.286619488047545,0,0,0,0,0,0,0,0,0,1,1,0
-0.5921708475101835,-0.62591876415828,-0.2961884759485353,0,1,0,0,0,1,0,0,1,1,0,0
0.7762903294468759,1.5322605130033284,-0.2313783929420567,0,0,0,1,0,0,0,1,0,0,0,1
-0.9859707206650842,-1.2774445836787656,-0.6601220189849164,0,1,0,0,0,0,0,0,1,0,0,0
0.777613878202718,0.5956921474426305,0.6892571451499756,1,0,0,0,1,0,1,0,1,0,0,1
1.0011833222103876,1.6137012404433893,-0.1266851819315907,0,0,0,1,0,1,1,1,0,0,0,1
-0.5280890285814928,-0.1372743995179157,-0.8395960950028577,0,0,0,0,0,0,1,1,0,1,0,0
-0.2088490686723664,-0.5851984004382496,1.290827659210112,1,1,0,0,1,0,0,1,0,0,0,1
-0.994441432702474,-1.2774445836787656,-1.2982520670487077,0,1,1,0,0,0,0,0,0,0,1,0
0.5786183227618509,0.2292088739623573,1.0049985751815391,1,0,0,1,1,0,1,0,0,1,0,1
1.60355242014008,0.9621754209229036,1.397182667220744,1,1,1,0,0,0,0,0,0,1,0,1
-0.8878295804193889,-1.0738427650786138,-0.5022513039691348,0,1,0,0,0,0,0,1,0,0,0,0
-0.985683951767985,-1.2774445836787656,-0.6385186579827569,0,1,0,0,0,0,0,0,1,0,0,0
-0.7963061839529043,-1.1145631287986442,0.6792863631489789,1,1,1,0,0,0,0,0,0,0,0,0
-0.368138161437969,0.3920903288424788,-1.0373499380226263,0,0,0,1,0,0,0,1,1,1,0,0
1.7204438344268729,1.5729808767233588,0.7291402731539627,1,1,0,1,1,1,1,0,0,1,0,0
1.5704195829521652,0.7992939660427822,1.440389389225063,1,0,0,0,1,0,1,0,0,0,0,1
0.6629504376549264,0.1070477828022663,1.5018758782312098,1,1,1,1,0,1,0,1,0,0,0,1
-0.5055225222943841,-0.7073594915983407,0.3136910231124318,1,1,0,0,1,0,0,0,0,0,0,0
-0.1072887608074121,0.3106496014024181,-0.4623681759651477,0,1,1,1,0,1,0,0,0,0,0,1
1.889659542861292,1.6137012404433893,0.8338334841644282,0,0,0,1,0,1,1,1,0,0,0,1
0.1525679782562631,-0.1779947632379461,0.8371570781647607,1,1,1,0,0,0,0,0,0,0,0,1
-0.8930575980049653,-0.8295205827584317,-1.4710789550659844,0,0,0,1,0,1,0,0,1,0,1,0
-0.9746984970944952,-1.2774445836787656,0.1890562480999726,0,1,0,0,0,1,1,1,0,0,0,1
0.1015672328644788,-0.0965540357978854,0.6875953481498096,1,0,1,1,0,1,0,0,0,0,0,0
-0.6786426995585372,0.2292088739623573,-1.4860351280674795,0,0,0,0,0,0,0,0,1,0,1,0
-0.5392068381305668,-0.8295205827584317,0.8105683261621028,1,1,1,0,0,0,0,0,0,0,0,1
1.5418529889719057,1.125056875803025,0.9468356801757248,1,1,1,1,1,1,1,0,0,0,0,1
-0.5166844501353196,-0.7073594915983407,0.1275697590938257,1,1,0,1,0,0,0,0,0,0,0,0
0.3953509383695746,0.9214550572028734,-0.184848076937405,0,1,1,0,0,0,1,1,0,0,0,0
1.958042895246469,1.4100994218432374,1.3589613362169235,1,1,0,1,0,1,0,1,0,0,0,1
0.9573738583920124,0.8400143297628127,0.6593447991469852,0,1,1,0,0,1,0,1,0,1,0,1
-0.6351420637831919,-0.4630373092781585,-0.7598298389948839,0,1,1,0,1,0,1,0,0,0,0,0
-0.9089401830750712,-0.9109613101984924,-1.4893587220678115,0,1,0,0,0,1,0,0,0,1,1,0
-0.9660292527437292,-1.2774445836787656,0.8421424691652587,1,1,1,1,0,1,0,0,0,0,0,1
1.9229467940707217,1.2064976032430856,1.2093996062019725,1,1,0,1,0,1,1,0,0,0,0,1
-0.9742131958840196,-1.2774445836787656,0.2256157821036271,1,1,0,0,0,0,0,0,1,0,0,0
1.723002695354834,1.6137012404433893,0.6626683931473177,1,1,0,0,0,0,1,1,0,0,0,0
-0.4492937593170235,-0.6666391278783103,0.3220000081132624,1,1,0,0,1,0,0,0,0,0,0,0
-0.3155932758310357,-0.5444780367182193,0.7341256641544608,1,1,1,1,0,0,0,0,0,0,0,0
0.8377691691557435,0.3106496014024181,1.3705939152180862,1,1,0,1,0,0,0,0,0,1,0,1
-0.8803515299488808,-0.7073594915983407,-1.4860351280674795,0,0,0,1,0,1,0,0,1,0,1,0
0.0050584694176554,-0.3001558543980371,0.8039211381614382,1,1,1,0,1,0,0,0,0,0,0,0
-0.3655793005100076,-0.7073594915983407,1.0282637331838649,1,0,1,0,0,0,0,1,0,0,0,1
-0.3817486544772124,1.3286586944031769,-1.4744025490663168,0,1,0,1,0,0,0,0,0,0,1,0
-0.7930193712092296,-0.9924020376385532,-0.3360716039525224,0,0,0,1,0,1,1,0,1,0,0,0
-0.8388362173072986,-1.1145631287986442,0.4715617381282135,1,0,1,0,1,0,0,0,0,0,0,1
0.4786021551120458,1.369379058123207,-0.4723389579661445,0,0,0,1,0,1,0,1,0,0,0,1
1.243878045739976,0.9214550572028734,0.8521132511662559,1,1,0,1,0,1,0,0,0,0,0,0
1.8314895750420288,0.880734693482843,1.6896589392499817,1,1,0,1,1,0,1,1,0,1,0,1
1.6227438770997913,1.3286586944031769,0.8537750481664219,0,1,0,1,0,1,1,1,1,0,0,1
-0.9948384973292264,-1.2774445836787656,-1.328164413051698,0,0,0,0,0,0,0,0,0,0,0,0
-0.6295831590086548,0.0663274190822359,-1.3198554280508674,0,1,0,0,0,0,0,0,0,0,0,0
-0.9750735025753172,-1.2774445836787656,0.1608056990971482,1,1,1,0,0,0,0,0,0,0,0,0
-0.8735352538562936,-1.1552834925186746,0.4698999411280475,1,1,0,1,0,1,0,0,1,0,0,0
-0.3553217976522309,1.0436161483629645,-1.3115464430500368,0,1,0,0,0,0,0,0,0,0,1,0
-0.878697094004078,-1.0738427650786138,-0.4640299729653139,0,1,0,0,0,0,0,1,0,0,0,0
-0.9610218266174596,-1.2774445836787656,1.219370388202969,1,1,1,0,0,0,0,0,0,0,0,1
-0.4201536275425654,1.4100994218432374,-1.4594463760648215,0,1,0,1,0,0,0,0,0,1,1,0
-0.6118034873885086,-0.8295205827584317,0.3934572791204055,1,1,1,0,0,1,0,0,0,0,0,0
-0.9069989782331692,-0.9109613101984924,-1.328164413051698,0,0,0,0,0,1,0,0,0,0,1,0
0.6563326938757157,0.2699292376823877,1.1695164781979852,1,1,0,1,0,1,0,1,0,0,0,1
-0.3374538894483619,1.2879383306831464,-1.328164413051698,0,1,0,1,0,1,0,0,1,0,1,0
-0.2769677113063756,-0.5444780367182193,0.6643301901474837,1,1,1,0,0,0,1,0,0,0,0,0
-0.8969841259806304,-1.0331224013585834,-1.0007904040189717,0,0,0,1,0,1,1,1,1,0,0,0
-0.1953709305087071,1.5729808767233588,-1.329826210051864,0,0,0,1,0,0,0,0,0,0,1,0
-0.9868530865023124,-1.2774445836787656,-0.7265938989915613,0,1,1,0,0,0,0,0,0,0,0,0
-0.994573787578058,-1.2774445836787656,-1.3082228490497043,0,0,0,0,0,1,0,0,1,0,1,0
1.816224646057983,1.125056875803025,1.3672703212177542,1,1,1,0,0,0,0,0,0,0,0,1
-0.9085210593023878,-1.1145631287986442,-0.6634456129852487,0,0,0,1,0,1,0,0,1,0,0,0
-0.3029313260668125,0.188488510242327,-0.6435040489832552,0,0,1,1,0,0,1,1,0,0,0,0
-0.9964708741280986,-1.2774445836787656,-1.451137391063991,0,0,0,0,0,0,0,0,1,0,1,0
-0.904440117305208,-1.1960038562387048,0.182409060099308,1,1,1,0,0,0,0,0,0,0,0,0
0.1560312641673834,-0.055833672077855,0.6676537841478158,1,1,1,1,1,0,0,0,0,0,0,1
-0.8467113324045594,-1.1552834925186746,1.001674981181207,1,1,0,0,0,0,1,1,1,0,0,1
-0.1265243360589847,-0.3001558543980371,0.3785011061189107,0,1,0,0,0,0,1,1,0,0,0,1
-0.3773588844370026,-0.4630373092781585,0.0195529540830277,0,0,0,0,0,0,1,0,0,0,0,0
0.8304455327067505,0.3513699651224484,1.3190782082129364,1,1,0,1,0,0,1,0,0,1,0,1
-0.5954576602538582,-0.7888002190384014,0.2671607071077802,0,1,1,1,0,1,0,1,0,0,0,0
0.7666504826751588,1.369379058123207,-0.1200379939309264,0,1,0,0,0,0,1,0,0,0,0,0
-0.9682792856286608,-1.2774445836787656,0.6726391751483144,1,1,1,0,0,0,0,0,0,0,0,1
-0.864976305235181,-1.1552834925186746,0.5264010391336954,1,1,0,1,0,0,0,1,1,0,0,0
-0.0350671170302922,-0.4630373092781585,1.3174164112127704,1,1,0,1,0,0,1,0,0,0,0,1
0.5346323857760302,0.8400143297628127,-0.0203301739209587,0,0,0,1,0,1,1,1,0,1,0,0
-0.9685439953798292,-1.2367242199587352,-0.6385186579827569,0,0,1,0,0,0,0,0,0,0,0,0
-0.0388392309844424,0.2699292376823877,-0.3294244159518578,0,0,0,0,0,1,0,1,0,1,0,1
-0.9486025274584742,-1.1552834925186746,-1.1869116680375775,0,1,1,1,0,0,1,0,0,0,0,0
-0.4494481733385383,-0.7888002190384014,0.965115447177552,1,0,0,1,1,0,1,0,0,0,0,1
-0.9405729983396984,-1.2367242199587352,0.1408641350951549,0,0,0,1,0,0,0,0,0,0,0,1
-0.9508746194893366,-1.0738427650786138,-1.502653098069141,0,0,0,0,0,0,0,0,1,0,1,0
-0.483507494655543,-0.2594354906780068,-0.6750781919864114,0,1,0,0,0,0,0,1,0,0,0,0
1.332974936154084,0.7992939660427822,1.2127232002023045,1,0,0,1,0,1,0,0,0,1,0,1
-0.7092166758184908,-0.1779947632379461,-1.303237458049206,0,0,0,1,0,0,0,0,1,1,1,0
1.5913978307322634,1.6137012404433893,0.5214156481331973,0,1,0,1,0,1,1,1,0,0,0,1
0.9288293235576836,0.5142514200025698,1.07313225218835,1,1,1,0,1,0,1,1,0,0,0,0
-0.6691131485164737,0.2292088739623573,-1.5009913010689746,0,0,0,1,0,1,0,0,0,1,1,0
-0.0867516959459282,-0.2594354906780068,0.572931355138347,0,1,0,1,0,1,0,1,0,1,0,1
1.2270027991029888,0.880734693482843,0.9750862291785486,1,1,0,0,0,0,0,0,0,1,0,1
2.082037354522948,1.4915401492832985,1.3506523512160928,1,0,0,1,1,0,0,1,0,0,0,1
-0.7331949674451644,-0.8702409464784621,-0.3377334009526884,0,1,0,0,0,0,1,1,1,1,0,0
-0.7513717036920632,-0.0965540357978854,-1.4943441130683104,0,0,0,1,0,0,0,0,0,1,1,0
-0.9974635356949804,-1.2774445836787656,-1.5259182560714666,0,1,0,0,0,0,0,0,1,0,1,0
1.604456845123239,0.7992939660427822,1.5450826002355291,1,1,0,0,0,0,1,1,0,1,0,1
-0.5153388422335466,-0.7888002190384014,0.4815325201292102,1,1,1,0,0,0,0,0,0,0,0,0
1.3037906860877642,1.369379058123207,0.5014740841312035,0,0,0,1,0,1,0,0,0,0,0,1
-0.8524025920546806,-1.1552834925186746,1.157883899196822,1,1,1,1,1,0,1,0,0,0,0,1
-0.2615704274467453,-0.5444780367182193,0.8172155141627669,1,1,0,1,0,1,0,1,0,1,0,1
-0.9128446519048056,-0.9516816739185228,-1.4960059100684764,0,0,0,1,0,1,0,0,1,0,1,0
-0.8551820444419492,-0.6666391278783103,-1.4827115340671475,0,0,1,1,0,1,0,0,0,0,1,0
-0.1183845112105554,0.2699292376823877,-0.46569176996548,0,1,1,0,0,0,0,0,0,0,0,1
-0.5442583825486977,-0.8295205827584317,0.9784098231788813,1,1,1,0,0,0,0,0,0,0,0,1
-0.4583600682945422,1.369379058123207,-1.5093002860698053,0,0,0,0,0,0,0,0,0,0,1,0
2.579978455616695,1.5322605130033284,1.6879971422498157,1,0,0,0,0,0,1,1,0,1,0,1
0.1281485037109753,-0.0965540357978854,0.6244470621434968,1,1,0,1,0,1,0,1,0,0,0,0
-0.9968458796089206,-1.2774445836787656,-1.479387940066815,0,0,0,0,0,0,0,0,1,0,1,0
2.025014462292082,1.6137012404433893,1.0947356131905095,1,1,0,1,0,0,0,0,0,0,0,1
-0.9728675879822468,-1.2774445836787656,0.3269853991137605,1,1,0,1,0,0,0,0,0,0,0,0
-0.4267493121758455,-0.3815965818380978,-0.3526895739541836,0,0,1,0,0,1,0,1,0,0,0,0
-0.3779544813771316,0.6364125111626608,-1.1719554950360824,0,1,0,1,0,1,0,1,0,0,0,0
